,"CBOE Volatility Index - MF2-GARCH Volatility","CBOE Volatility Index - MF2-GARCH Trend","CBOE Volatility Index - GJR-GARCH Volatility"
2016-04-29,1.1508055839280587,1.1509011634367219,1.074091420690064
2016-05-02,1.0889788592989305,1.1503761993365473,1.012142487992674
2016-05-03,1.1292407909741837,1.1497480958888342,1.0558451306891556
2016-05-04,1.0910696036458902,1.1489292824190702,1.017795900954607
2016-05-05,1.0413349259484195,1.1479407545688063,0.9653746236565368
2016-05-06,1.0022284769452523,1.1466702176301606,0.9221195410574489
2016-05-09,0.9718102222141934,1.1453706596556419,0.8866717701607513
2016-05-10,0.9483496633626227,1.1441657677102561,0.857806908342431
2016-05-11,1.07620148671148,1.1430074487946262,0.9937658738354824
2016-05-12,1.0285110675145892,1.1417582388579468,0.9455086631015074
2016-05-13,1.038392804289398,1.1405661015478235,0.9568595821749396
2016-05-16,0.9987728931043333,1.1393947235264872,0.9151229032212013
2016-05-17,1.0573561519185484,1.138323978487671,0.9777551288538454
2016-05-18,1.0280931105692712,1.1372718355784601,0.9483622852053956
2016-05-19,1.004858730369598,1.1362405643172577,0.9238641718347996
2016-05-20,0.9722951403766246,1.1352857155800034,0.8880967852661106
2016-05-23,0.9901596234951211,1.1342957392144255,0.9059928079184734
2016-05-24,0.9607290981332876,1.1334458646093337,0.8735180730814903
2016-05-25,0.9380626695482558,1.1326428545662575,0.8471423351479962
2016-05-26,0.9206767054726648,1.131879016503089,0.8258380688730691
2016-05-27,0.9071030503752041,1.130809511810013,0.8087137120143321
2016-05-31,1.0607812498342908,1.1299521087196571,0.9753092740254242
2016-06-01,1.0145836249417788,1.128990937076113,0.9303072460214421
2016-06-02,0.9784982779749793,1.1279852711804352,0.8933632295992487
2016-06-03,0.9505129857082437,1.1269685337222155,0.8632422510512331
2016-06-06,0.9338595333346444,1.1259606138759917,0.844265967571831
2016-06-07,0.9394061102632876,1.1248099839528451,0.849417162529696
2016-06-08,0.9200768076633604,1.123661539788561,0.827813805151859
2016-06-09,0.9478276362292882,1.1224241390846867,0.8576589811807488
2016-06-10,1.4327136029227894,1.1217681418189769,1.3724415003926396
2016-06-13,1.996544875528722,1.121745115433983,1.9613537467779747
2016-06-14,1.7790288361912518,1.1216717648224903,1.7718710111066214
2016-06-15,1.597340752626064,1.1215847038899915,1.607480289148206
2016-06-16,1.4467135874111368,1.1214075280646194,1.4655081371319643
2016-06-17,1.3231439921641184,1.1212151533046635,1.3436181019917826
2016-06-20,1.222680421042228,1.1210600608352794,1.2394297898630644
2016-06-21,1.142541608870329,1.1207479002880174,1.1518181262682057
2016-06-22,1.4590047648996902,1.120813329685189,1.4557972743483207
2016-06-23,1.333718108147295,1.12120324116549,1.3352190966279653
2016-06-24,3.1593214081508076,1.1242801216778673,3.1415699196420888
2016-06-27,2.772285439849223,1.127308144209027,2.8052182374995356
2016-06-28,2.4422046842965477,1.1305204394437103,2.5096643042446933
2016-06-29,2.1612190726532097,1.1335509110754576,2.2505069828818574
2016-06-30,1.9236609160660305,1.1365822821071954,2.0238490951649535
2016-07-01,1.7240884896083495,1.1395658962956026,1.826230872589772
2016-07-05,1.6052086967120505,1.1425504312720731,1.698713277748779
2016-07-06,1.459657070684755,1.145524440594787,1.544214324502917
2016-07-07,1.3403300205546393,1.1484484002339852,1.4110711548323849
2016-07-08,1.243840173012594,1.1515635423197454,1.296962253884052
2016-07-11,1.181008015214122,1.1546128805794609,1.2136805131499804
2016-07-12,1.1161386688041948,1.1568886739872597,1.1292723675004184
2016-07-13,1.0647046745459512,1.1585652610017272,1.0582609432460408
2016-07-14,1.0247584417803055,1.1602342125622742,0.9989607199484872
2016-07-15,0.9940631529233946,1.1618928504814892,0.9497980859108951
2016-07-18,0.9707132408698256,1.1635330970797522,0.9093275053576682
2016-07-19,0.9531764936253936,1.1652113696664652,0.8762350164196818
2016-07-20,0.9400920550669493,1.1668372328649785,0.8493429907875851
2016-07-21,1.0932200876310314,1.1686746493357338,1.005297376898995
2016-07-22,1.0485271670300202,1.1701779095505094,0.9550341941522303
2016-07-25,1.1278627256896117,1.171234379618358,1.0378594933804866
2016-07-26,1.0779270105160181,1.169666552484083,0.9870948465066566
2016-07-27,1.0340469699196455,1.16809586592882,0.9400046638182176
2016-07-28,0.9996501668083692,1.1663123115186602,0.9013001209364171
2016-07-29,0.9729984316534122,1.1646161513563171,0.8696971955801628
2016-08-01,1.0108378801766384,1.162975048743523,0.9092086097260628
2016-08-02,1.110760312578731,1.1614749416151862,1.0186006342036118
2016-08-03,1.0583430937082738,1.1599907085834782,0.9660409556535376
2016-08-04,1.0173000973164212,1.1585273048141767,0.9226673116568073
2016-08-05,0.9855479531712296,1.1572945208545664,0.8871191441965391
2016-08-08,0.9633102117179075,1.1558561554103521,0.8609606332463756
2016-08-09,0.9488502895610035,1.154417525854489,0.8428873376673778
2016-08-10,0.9621844209921505,1.1530225617913987,0.8559048264848143
2016-08-11,0.9422485277250371,1.1516294091416734,0.8329033725469
2016-08-12,0.9268571734630962,1.150238622199759,0.8143842238157614
2016-08-15,0.9289959483227039,1.1488677574029136,0.8154745661269884
2016-08-16,1.0395472110491182,1.1476580832286243,0.9382006054144284
2016-08-17,1.0008428408096848,1.1464414176049293,0.8998226425246254
2016-08-18,0.9708801512030205,1.1453485478228889,0.8684948911766839
2016-08-19,0.9475448400999289,1.1440344924870054,0.843076565917948
2016-08-22,1.0901738962202314,1.1428490293997715,0.99962155438946
2016-08-23,1.0413320219795414,1.1415333109462904,0.9525178297543831
2016-08-24,1.166715312319162,1.1404141931771983,1.0898628317361778
2016-08-25,1.103523353626918,1.1392961880038044,1.0297634310850234
2016-08-26,1.0494402908217313,1.138181069953283,0.9753480301923001
2016-08-29,1.006927304228066,1.1369960422094705,0.9303252592507635
2016-08-30,0.9788699627631853,1.1357472095497307,0.8989075169337499
2016-08-31,0.9657723644834739,1.1343564995185598,0.8829125279437369
2016-09-01,0.9421170691586052,1.1329330536267357,0.8553607028616641
2016-09-02,0.9236433402564,1.1319613898009067,0.8324642478809525
2016-09-06,0.9095788256110627,1.130762489650236,0.8143859257133561
2016-09-07,0.8984069701421511,1.1295675597324846,0.7995411434066416
2016-09-08,0.9514752818649573,1.1284537704310267,0.8563801912702091
2016-09-09,2.605962325130584,1.1310988444870766,2.558457550947445
2016-09-12,2.2997006761750542,1.133782423571648,2.29324835113862
2016-09-13,2.3590688417254806,1.136594476495465,2.3736137259461576
2016-09-14,2.0939739539927427,1.1393674086965977,2.134598978731134
2016-09-15,1.8668792462288502,1.1420313375735363,1.922707653284815
2016-09-16,1.6765885362843205,1.1446671621043385,1.738287605662538
2016-09-19,1.5201559196345615,1.1471553600101425,1.5801853840609967
2016-09-20,1.4011364387524865,1.1496305006392271,1.4530416676750877
2016-09-21,1.2929360309002145,1.1523847482503402,1.3328596415226923
2016-09-22,1.205924206573531,1.1553054141654493,1.2302734378990712
2016-09-23,1.147816277981803,1.1580203780590392,1.1544264757878693
2016-09-26,1.6215784532362287,1.1613577743314074,1.6078133846936342
2016-09-27,1.4759032041431441,1.1647897836090426,1.4657948423978027
2016-09-28,1.356546500493072,1.1681598298178206,1.3437814509807762
2016-09-29,1.546562553536067,1.1717570959887549,1.526371945496903
2016-09-30,1.4155520393118721,1.1753453892367127,1.3957420349047311
2016-10-03,1.3176389475117984,1.1789091873422652,1.2926313581218738
2016-10-04,1.2301171407634315,1.181982959268026,1.19651032089155
2016-10-05,1.1601112722493476,1.1850800175515577,1.1147770718847783
2016-10-06,1.105100989050322,1.1881534143367178,1.0461217577318618
2016-10-07,1.1194035036571934,1.1911860912552665,1.049156661323751
2016-10-10,1.0708265741939729,1.1906042818669855,0.9913902783465248
2016-10-11,1.436573410585063,1.190471882910302,1.3708869668940618
2016-10-12,1.347969793430105,1.190212333997594,1.2878637101805455
2016-10-13,1.2991866378623207,1.1899932823339803,1.2409371974439318
2016-10-14,1.2130495604055096,1.1897214497519997,1.1522890731062236
2016-10-17,1.1451579943396457,1.1894224363110022,1.0783168884887224
2016-10-18,1.0910096663183146,1.1892094903758548,1.0156647340535163
2016-10-19,1.0487955892355765,1.1890825522225108,0.9636103486368336
2016-10-20,1.0157373046216231,1.1885256867228406,0.9206690415127469
2016-10-21,0.9901203017815563,1.1878151825936558,0.8854872489200508
2016-10-24,0.9704482799201616,1.187117308440914,0.8568455870225394
2016-10-25,0.9846221569719016,1.1858264814044255,0.8673849110977202
2016-10-26,1.0476731417765754,1.1845257380065661,0.934911347668858
2016-10-27,1.1517332347379752,1.1833540062043988,1.0500110399419618
2016-10-28,1.1582859439706588,1.1819956446620266,1.0621159767181738
2016-10-31,1.162301611458919,1.18067093806869,1.0708031583815953
2016-11-01,1.2591639226089668,1.1795131097194298,1.1780044346266274
2016-11-02,1.2138380962879687,1.1783926374515414,1.136598799928981
2016-11-03,1.495807376636444,1.1776139639117735,1.434889995783649
2016-11-04,1.376680211232805,1.176841092076581,1.324637843336812
2016-11-07,1.2734581265200673,1.1765831411336813,1.2232798322542557
2016-11-08,1.1905859733761355,1.1763250265126557,1.13742360974265
2016-11-09,1.125624066906887,1.1770998428340733,1.0650945422825149
2016-11-10,1.089385948137757,1.177865698626121,1.0203274944840015
2016-11-11,1.0464078956124137,1.1786275289505164,0.9674710972427032
2016-11-14,1.0252238467768882,1.1793749785373606,0.9369142073850734
2016-11-15,0.9971530133334604,1.1803098525387306,0.8987694387327598
2016-11-16,0.9934950125692629,1.1811740108891662,0.8873970588186554
2016-11-17,0.9730333951103631,1.1819636644161275,0.8583957199334116
2016-11-18,0.9575718416912645,1.1827329757810932,0.8349141536709028
2016-11-21,0.9459912134898505,1.1835091330446081,0.8159995808822454
2016-11-22,0.9373630075909759,1.1842611620753254,0.800832184667924
2016-11-23,0.9310398186973531,1.1849709262256185,0.7888017241360467
2016-11-25,0.9262610064123394,1.1855734612414366,0.7791371150189162
2016-11-28,1.031070854985243,1.1861562510900492,0.8972463675044887
2016-11-29,1.0024978583518271,1.186679933259175,0.8663991689746707
2016-11-30,1.0089450569778315,1.187169952449943,0.8739319561613479
2016-12-01,1.0602846315966294,1.1875822144171746,0.932632403468805
2016-12-02,1.025467774237689,1.1879602872150232,0.8956301111508032
2016-12-05,0.9986515248073273,1.1886505642954956,0.8650849438060982
2016-12-06,0.9782570643752081,1.1893588743520602,0.8403186895458176
2016-12-07,0.9966927048995594,1.1895386399777015,0.8600026906934651
2016-12-08,1.006644713888669,1.1897541746091922,0.8709484760879945
2016-12-09,0.9830084394347793,1.1885824026965905,0.8450619480251138
2016-12-12,1.0997412913953901,1.1875780765911774,0.9777944323834126
2016-12-13,1.0554833622563644,1.1865381763769762,0.9334476546652201
2016-12-14,1.053213841534567,1.1855274421117379,0.9333061812717197
2016-12-15,1.0179964322137873,1.1843569141099317,0.8958164968340335
2016-12-16,0.990763124061448,1.183239324904307,0.8652364070009999
2016-12-19,0.9697871849019248,1.1821575580268477,0.8404411841408059
2016-12-20,0.9536249073928386,1.1810487695264749,0.820443343564929
2016-12-21,0.9411650184744439,1.1799134171624628,0.8043899949651288
2016-12-22,0.9371134915259731,1.1787904393911581,0.7980467354735561
2016-12-23,0.928324064106926,1.1776725962677403,0.7865212317541085
2016-12-27,0.9820223846735877,1.1766393619117117,0.8477841824426782
2016-12-28,1.1113985459770945,1.1756546278563276,0.9954607576393959
2016-12-29,1.0864181957239119,1.1746894483224066,0.9744424128700474
2016-12-30,1.1003365630569586,1.173758578243414,0.9941227248182188
2017-01-03,1.0528462622814407,1.1729446022724177,0.9458032586114302
2017-01-04,1.0160027322797907,1.1723220342550933,0.9060516342902318
2017-01-05,0.9869189328409906,1.1710031699359313,0.8735659608753079
2017-01-06,0.9644399141470661,1.16969240572041,0.8471810054527898
2017-01-09,0.9591274659814514,1.1683583867974758,0.8395935516665192
2017-01-10,0.9427772525893907,1.1669940154088196,0.8197616458459129
2017-01-11,0.9300283350522177,1.1654774592414905,0.803843917685517
2017-01-12,0.936950786327649,1.1638085564215448,0.810678493608903
2017-01-13,0.9249349814986997,1.1621719511328779,0.7965768889441873
2017-01-17,0.9993115550217561,1.1606164172542106,0.8810589265196738
2017-01-18,1.0370936389738392,1.1591183666908225,0.9265288122881015
2017-01-19,1.0152390063428416,1.1575726620821691,0.9065815947833931
2017-01-20,0.9837551768605844,1.1562939660830198,0.8739976979374717
2017-01-23,0.9699224278260608,1.155016036252311,0.8593794994064031
2017-01-24,0.9486996911562688,1.1538596552440854,0.8357084874524131
2017-01-25,0.9323647290626131,1.152720805746127,0.8166379785437364
2017-01-26,0.9197971232831728,1.1515973515078957,0.801343050135209
2017-01-27,0.910041106763865,1.1503963525672358,0.7891236861227776
2017-01-30,1.2313557065283776,1.1495052205188108,1.142330071389176
2017-01-31,1.1541809823420242,1.1485932125865972,1.0712713773829674
2017-02-01,1.0908566321932502,1.1476251461169715,1.009792531166675
2017-02-02,1.04334688191416,1.1464539467418655,0.9615152853699206
2017-02-03,1.0036312828922782,1.1452964018104659,0.9189472759630991
2017-02-06,1.006622558857092,1.1441761193103097,0.9209825275215596
2017-02-07,0.9748825960083604,1.1430317003478074,0.8857430575511163
2017-02-08,0.9557458365067566,1.1418835965193652,0.8630318951232336
2017-02-09,0.9355857737268133,1.1408275575212934,0.8386591298018522
2017-02-10,0.9200636608409225,1.1397618066947146,0.8190101537832116
2017-02-13,0.9196247778306108,1.1386932879401723,0.8161638585480248
2017-02-14,0.9075925539579971,1.1376358380430884,0.8009637070429596
2017-02-15,1.192280908175586,1.136907051609761,1.1103029586558797
2017-02-16,1.1193771643195158,1.136108040636981,1.0423783785171294
2017-02-17,1.0616151166971954,1.1353094661809175,0.985759007060042
2017-02-21,1.0172125264663232,1.1341934279478083,0.9402337134989364
2017-02-22,0.986974850743422,1.1330759568537319,0.9075949140448067
2017-02-23,0.9577363060884766,1.1318366030483376,0.8748232301442389
2017-02-24,0.9351250718486805,1.130597228017122,0.8481993327042884
2017-02-27,0.9934414909797155,1.1294498713975756,0.9095792411879242
2017-02-28,1.0752312886072468,1.128443386262687,0.9985452839005351
2017-03-01,1.0251187619002982,1.1269506448820197,0.9494549657566704
2017-03-02,0.9859711659069954,1.1255668651839394,0.9090460384380981
2017-03-03,0.9556639639538577,1.1243583450128345,0.8760056301188938
2017-03-06,0.9498817905402757,1.1231737657192675,0.8683981183765889
2017-03-07,0.9370380589922696,1.1218013888385057,0.8534871246832023
2017-03-08,0.9519631463454876,1.120437452069503,0.8687689013771154
2017-03-09,0.9651533681234294,1.1191222935854688,0.8832118817135557
2017-03-10,0.9385252857541986,1.1178991421411861,0.8549992842102268
2017-03-13,0.9179043479578906,1.116616313690607,0.8321726815991979
2017-03-14,1.0729522207442417,1.1155704657259442,0.9988992922211929
2017-03-15,1.0216948448533936,1.1145966660635587,0.9497472758581621
2017-03-16,0.9815770596341381,1.113632424096928,0.909285796655815
2017-03-17,0.9510769937286885,1.112225277540481,0.8773487356804021
2017-03-20,0.927149405435823,1.1108181633372765,0.8511044518741515
2017-03-21,1.1382510320663013,1.1097190509313608,1.0751104650220833
2017-03-22,1.0895546851810607,1.1086403294125646,1.0313732631787582
2017-03-23,1.0478512413506031,1.1075745500868102,0.9917107582354846
2017-03-24,1.0006767729891606,1.1065176510114965,0.9438125873286497
2017-03-27,0.9638492143483854,1.1054899456801948,0.904419906901656
2017-03-28,0.935364745968117,1.1045778705007627,0.8722371099649453
2017-03-29,0.9132706608667553,1.103533743933551,0.8461050147588064
2017-03-30,0.8994156302844641,1.1024742282702122,0.8284344295114732
2017-03-31,1.017902979659653,1.1014907952407047,0.9528397472817767
2017-04-03,0.9762574537487537,1.1003334712713233,0.9118417362678679
2017-04-04,0.9438505008739466,1.0992341916079575,0.878284603075791
2017-04-05,1.1224987875271848,1.0983935524209891,1.0664903881423404
2017-04-06,1.0580831668635504,1.0975503177531316,1.005810246517702
2017-04-07,1.0440018275846072,1.0967040220588233,0.9939442519578249
2017-04-10,1.1808034756046408,1.0959765289457617,1.13749350767378
2017-04-11,1.2148775493851223,1.0953314950278752,1.1788213299732917
2017-04-12,1.1778114619921136,1.094495110998674,1.1475118352330838
2017-04-13,1.1047569470250007,1.093581931087013,1.0770225958632438
2017-04-17,1.0433733291588394,1.092808200920912,1.0145856119618493
2017-04-18,0.9950063778690065,1.092044422173384,0.9627171173299038
2017-04-19,0.9896508657097209,1.0913193648057382,0.9534218059180313
2017-04-20,0.9527662210636983,1.0903637741597985,0.9123007990789003
2017-04-21,0.9550756200427273,1.0894316334676537,0.9109518252904486
2017-04-24,0.928225791496875,1.0913888674528434,0.8775591057017187
2017-04-25,0.9079124979864525,1.0933294599524885,0.8504157736072397
2017-04-26,0.894730553854064,1.0952189863219137,0.8306476364861337
2017-04-27,0.8828915493989056,1.09696214884562,0.8125729358033037
2017-04-28,0.9291978798942667,1.0987613753677365,0.8572997072202929
2017-05-01,0.9099767227792149,1.1007019051496187,0.8340291793456629
2017-05-02,0.9565187316513984,1.1025278282202222,0.8811517349469387
2017-05-03,0.9335249969872258,1.104342859803965,0.8555047562696539
2017-05-04,0.9141268883475643,1.1060856549110472,0.832580482596127
2017-05-05,0.9025997252381589,1.107556803057974,0.8176078937975098
2017-05-08,0.8910703608582209,1.1092084474975838,0.8021194200366926
2017-05-09,0.8935695473772594,1.11082474225235,0.8018469903915585
2017-05-10,0.9026815252346755,1.1122464618959236,0.8094848806494165
2017-05-11,0.9321611856326136,1.1136075323021124,0.8402323178740508
2017-05-12,0.9144112007188013,1.114931456189124,0.8202753147571856
2017-05-15,0.9012337144159667,1.1162435379432214,0.8043744874124241
2017-05-16,0.9051529682876812,1.1173934043120175,0.8070272560452962
2017-05-17,2.9138583493368375,1.1238614558743438,2.858488915493639
2017-05-18,2.5700102645709415,1.1302354179550382,2.556434118063675
2017-05-19,2.2765118053724214,1.136633497658766,2.291475725378735
2017-05-22,2.0271895717963826,1.142981212444019,2.0596358804410064
2017-05-23,1.8124079342134871,1.146508567783076,1.8573859372785182
2017-05-24,1.6328580832393242,1.150046578187162,1.6815847525474297
2017-05-25,1.4840333581156455,1.1535518922007801,1.5294208080185125
2017-05-26,1.3618384001047994,1.1569572870248928,1.3983607002486877
2017-05-30,1.3274589620775477,1.1603194594593336,1.3489690330026114
2017-05-31,1.2353133626736175,1.163503966473686,1.2441598321759146
2017-06-01,1.1615436091684204,1.1666431690967038,1.1550150544473434
2017-06-02,1.1033709131565868,1.169759082888438,1.0798595908728135
2017-06-05,1.08368302007552,1.1728626364583365,1.0432384291234675
2017-06-06,1.0772342085173494,1.1759739639975029,1.021949724790804
2017-06-07,1.038496181986241,1.178846982436652,0.9688147253216169
2017-06-08,1.008920454743584,1.1816988347290522,0.92494860397754
2017-06-09,1.055687237774522,1.1845901974944755,0.964133631816669
2017-06-12,1.13781591305448,1.1875449734641632,1.0454389738286975
2017-06-13,1.088017970439827,1.1906878835362356,0.9883010148735051
2017-06-14,1.0604628706371573,1.1938169256632274,0.9529689333866032
2017-06-15,1.043493359825543,1.196920628947467,0.9283763180952
2017-06-16,1.0119449056149252,1.195077192485908,0.8917844425644574
2017-06-19,0.98745870192125,1.1932284793785304,0.8619591730470765
2017-06-20,1.0241743582027427,1.1912877385417848,0.9014385103821558
2017-06-21,0.9960108252423766,1.1893048440160328,0.8698099033696961
2017-06-22,0.9741736806134726,1.1873479271047724,0.8441404456605548
2017-06-23,0.9572561224667097,1.185425300894156,0.8234205316847522
2017-06-26,0.9441115823884378,1.1835153078857916,0.8067755375567606
2017-06-27,1.2301230816467108,1.1820492629328103,1.125661229677917
2017-06-28,1.1558115694177837,1.1807388093901208,1.0552352685538897
2017-06-29,1.4517784665712605,1.1798476342307933,1.3752748670720336
2017-06-30,1.3339090238843128,1.1789153862767252,1.2664048215321988
2017-07-03,1.2388599581873652,1.177983149285252,1.1741299417015139
2017-07-05,1.1624814424325234,1.177032082825273,1.095929276915258
2017-07-06,1.4237846016866456,1.176414783994149,1.3671053916944371
2017-07-07,1.311330631076694,1.1760032142813217,1.2594389750996275
2017-07-10,1.2205850154741373,1.1755799249732024,1.167947322442241
2017-07-11,1.148048316056428,1.1750827136844453,1.090728875568993
2017-07-12,1.0906379582611272,1.1745263981707692,1.0260202980448292
2017-07-13,1.0454880257563928,1.1737879910784572,0.9721877040983392
2017-07-14,1.0103969002327748,1.1730880018140157,0.9277238145051577
2017-07-17,1.010254728274013,1.1724065097055714,0.9207400675543559
2017-07-18,0.9843440435132425,1.1716574106794186,0.887023266887628
2017-07-19,0.9630637548989164,1.1709153650029536,0.8580924076112083
2017-07-20,0.9466975419847671,1.1701211629570676,0.8346691847672346
2017-07-21,0.9341694021964111,1.1693466791332672,0.8158028364745983
2017-07-24,0.9261211562209342,1.1685566943884238,0.8024730948760836
2017-07-25,0.9182930120609654,1.1677012186342874,0.7900249920097465
2017-07-26,0.9213476021567538,1.1668567778437935,0.7906636453005791
2017-07-27,0.9876523801419202,1.1656687985873173,0.8651599505293804
2017-07-28,0.9723690040308772,1.1642916438762239,0.8499473018958292
2017-07-31,0.9517377138686898,1.1625011690316702,0.8280983854591192
2017-08-01,0.9357524865048449,1.1607195475221395,0.8105269397126786
2017-08-02,0.9331236381101918,1.1589572571928615,0.8077220412988616
2017-08-03,0.9277699908921392,1.1572069823501758,0.8019748898812232
2017-08-04,0.916431365678849,1.1551493358003544,0.7896276059004016
2017-08-07,0.9073530426465765,1.1528957923420486,0.7797937342656711
2017-08-08,1.1482479366408633,1.151018519399232,1.0496503817938618
2017-08-09,1.0901328652967033,1.149144319918086,0.9966263331861144
2017-08-10,2.856695209503457,1.1507249975558886,2.8110660824676463
2017-08-11,2.5120018073241908,1.1522563777215555,2.514797630029104
2017-08-14,2.2195508464552014,1.1539889392884144,2.2550021995554683
2017-08-15,1.9723071464657833,1.1556805267893027,2.0277749875171063
2017-08-16,1.7646784409631122,1.157363763040817,1.8296477365875652
2017-08-17,2.585691768173461,1.1598235279558697,2.6171782667598325
2017-08-18,2.2840509801665987,1.1622833991759496,2.344709414831612
2017-08-21,2.0287484417738932,1.1647419697083128,2.106163156073147
2017-08-22,1.8142659672716128,1.1673518801115625,1.8979200720789058
2017-08-23,1.7262912384647036,1.1699971076887328,1.8026809035433866
